birth_year,generation,country,education_level,occupation,employment_status,monthly_income_eur,age_first_job,months_to_first_job,housing_status,job_satisfaction,life_satisfaction,economic_anxiety
1958,Baby Boomer,Poland,Medium,Education,Employed,601.0,20,31,With parents,3,4,8
2002,Gen Z,Spain,Medium,Retail,Employed,2364.0,21,15,With parents,4,6,2
1954,Baby Boomer,France,Low,Construction,Inactive,2820.0,26,13,Rent,9,4,5
1991,Millennial,Spain,Medium,Manufacturing,Employed,2323.0,21,32,With parents,10,7,2
2004,Gen Z,Netherlands,Medium,Manufacturing,Unemployed,2978.0,21,6,Own,9,8,6
1995,Millennial,Germany,Medium,Retail,Employed,930.0,24,18,With parents,6,1,5
1980,Gen X,Spain,High,Healthcare,Employed,1169.0,21,24,Own,4,8,10
1978,Gen X,Germany,Low,Healthcare,Employed,2730.0,27,4,With parents,8,4,1
1953,Baby Boomer,Netherlands,High,Healthcare,Inactive,1887.0,17,9,With parents,7,9,8
1986,Millennial,Sweden,Medium,IT,Employed,3256.0,24,3,Rent,6,2,7
1972,Gen X,Netherlands,High,Finance,Employed,2476.0,19,23,Own,6,2,10
1955,Baby Boomer,Italy,Medium,Finance,Inactive,1394.0,22,5,With parents,9,3,10
1958,Baby Boomer,Germany,Medium,Finance,Employed,1349.0,21,11,Rent,4,6,1
1983,Millennial,Poland,High,Healthcare,Unemployed,511.0,24,19,Rent,6,4,1
1999,Gen Z,Spain,High,Manufacturing,Employed,2819.0,25,25,Own,2,5,1
1991,Millennial,Sweden,Low,Construction,Employed,2095.0,28,11,Rent,9,8,4
1998,Gen Z,Netherlands,Low,IT,Employed,3025.0,18,32,Own,7,7,7
1963,Baby Boomer,Germany,Medium,Unemployed,Inactive,2432.0,23,11,Own,8,8,8
1998,Gen Z,Sweden,High,Unemployed,Employed,2303.0,20,3,Own,2,3,9
1959,Baby Boomer,France,Medium,Healthcare,Unemployed,2934.0,21,16,Rent,5,2,8
1972,Gen X,Italy,Medium,Manufacturing,Employed,2112.0,29,9,Rent,9,6,4
1968,Gen X,France,High,IT,Employed,1901.0,18,18,Own,3,3,3
1952,Baby Boomer,Netherlands,High,Manufacturing,Employed,2200.0,18,32,Rent,7,1,7
1987,Millennial,France,Medium,Retail,Inactive,2958.0,22,27,Rent,5,8,6
1953,Baby Boomer,France,Medium,Manufacturing,Employed,1352.0,21,1,Own,6,3,10
1991,Millennial,Italy,High,IT,Employed,3032.0,17,20,Own,5,6,10
1977,Gen X,Italy,Medium,Healthcare,Unemployed,2257.0,25,22,Rent,6,9,1
1977,Gen X,Czechia,High,Finance,Employed,1854.0,28,32,Own,9,7,5
1963,Baby Boomer,Italy,Medium,IT,Employed,2365.0,27,25,Own,7,4,6
1947,Baby Boomer,Sweden,Medium,Healthcare,Employed,3259.0,23,29,With parents,1,6,4
1954,Baby Boomer,Czechia,Medium,Healthcare,Employed,3252.0,27,3,Own,9,10,10
1984,Millennial,Italy,Low,Construction,Employed,2553.0,20,5,With parents,2,9,1
1991,Millennial,France,High,Education,Inactive,2763.0,22,33,Rent,4,1,4
1986,Millennial,Poland,Medium,Unemployed,Employed,2239.0,18,19,Rent,4,2,4
1945,Baby Boomer,Poland,Medium,Construction,Employed,1674.0,25,14,With parents,5,1,2
1973,Gen X,Czechia,Medium,Retail,Unemployed,2600.0,20,22,With parents,10,5,10
1994,Millennial,Italy,Medium,Education,Employed,1796.0,27,8,With parents,4,5,8
1978,Gen X,Sweden,Medium,Finance,Inactive,1276.0,18,33,With parents,8,1,9
1995,Millennial,Spain,Medium,IT,Employed,1820.0,27,33,With parents,9,1,5
1957,Baby Boomer,Germany,Medium,Education,Employed,722.0,18,26,With parents,2,8,4
1998,Gen Z,Netherlands,High,Finance,Employed,1085.0,27,15,With parents,9,8,4
1945,Baby Boomer,Sweden,High,Healthcare,Employed,4026.0,29,3,Rent,2,1,5
1978,Gen X,Spain,Medium,IT,Employed,3213.0,16,27,With parents,3,10,8
1973,Gen X,Netherlands,Medium,Education,Employed,1984.0,26,16,With parents,6,10,2
1992,Millennial,Spain,Medium,Manufacturing,Employed,2670.0,18,11,Rent,9,7,4
1991,Millennial,Spain,Medium,Finance,Employed,1345.0,22,4,Rent,7,4,4
1957,Baby Boomer,Czechia,High,Finance,Employed,2795.0,26,34,With parents,8,1,1
1992,Millennial,Poland,Medium,Retail,Employed,2435.0,24,35,With parents,2,4,5
1993,Millennial,Germany,Medium,Unemployed,Employed,1566.0,16,29,Own,9,8,5
1997,Gen Z,Spain,Medium,Manufacturing,Employed,1909.0,19,13,With parents,6,2,8
1973,Gen X,Italy,Medium,IT,Employed,1847.0,25,13,Own,3,9,5
1983,Millennial,Netherlands,Low,Education,Unemployed,2965.0,22,1,Own,2,7,9
1968,Gen X,Sweden,Medium,Healthcare,Employed,2127.0,21,27,Rent,2,5,2
1970,Gen X,Poland,Low,Education,Employed,780.0,19,20,Own,10,8,9
1961,Baby Boomer,Netherlands,High,Unemployed,Employed,1796.0,26,14,With parents,9,7,6
1951,Baby Boomer,Czechia,High,Construction,Employed,1496.0,18,22,Own,4,9,7
1957,Baby Boomer,Italy,High,Unemployed,Inactive,870.0,21,9,Rent,8,10,4
1949,Baby Boomer,Italy,High,IT,Employed,1515.0,19,25,Own,7,6,7
1970,Gen X,Spain,Medium,IT,Employed,257.0,20,34,Own,5,9,6
1993,Millennial,Italy,High,IT,Employed,1362.0,17,33,Own,4,1,4
1947,Baby Boomer,Germany,Low,IT,Inactive,2376.0,24,1,Own,6,3,4
1951,Baby Boomer,Czechia,Low,Construction,Unemployed,2608.0,17,30,Own,10,1,10
2002,Gen Z,Italy,High,Finance,Employed,2653.0,28,4,Own,8,4,10
1993,Millennial,Spain,Low,Education,Employed,3062.0,19,18,Own,5,7,1
1983,Millennial,Netherlands,High,Manufacturing,Inactive,3269.0,23,29,Rent,2,1,5
1997,Gen Z,Czechia,Medium,Healthcare,Employed,1278.0,22,16,With parents,4,3,4
1945,Baby Boomer,Italy,High,Healthcare,Employed,961.0,19,28,Rent,1,4,4
1993,Millennial,Poland,Low,Retail,Unemployed,2238.0,23,11,Own,9,3,5
1961,Baby Boomer,Czechia,Medium,Finance,Employed,2692.0,26,7,Own,6,9,9
1987,Millennial,Czechia,Low,IT,Employed,1448.0,21,14,Rent,7,6,8
1969,Gen X,Sweden,High,Unemployed,Employed,2438.0,23,33,Own,1,10,7
2003,Gen Z,Poland,Low,IT,Inactive,3840.0,19,27,Rent,5,6,3
1947,Baby Boomer,Poland,Medium,IT,Employed,997.0,20,20,Own,9,9,5
1959,Baby Boomer,Netherlands,Low,Unemployed,Unemployed,2205.0,19,16,Own,1,8,7
1973,Gen X,France,Low,Finance,Employed,3135.0,22,17,With parents,1,6,2
1997,Gen Z,Sweden,Medium,Manufacturing,Inactive,2022.0,19,23,Own,2,8,2
1987,Millennial,Poland,Low,IT,Inactive,2572.0,20,23,With parents,3,9,5
1976,Gen X,Poland,High,Retail,Employed,3019.0,24,11,With parents,6,4,9
1970,Gen X,France,Low,Retail,Employed,1928.0,23,0,Rent,6,5,10
2004,Gen Z,Netherlands,Medium,Manufacturing,Employed,1245.0,17,35,With parents,10,6,3
1960,Baby Boomer,Sweden,Medium,Finance,Employed,2109.0,22,31,Rent,10,7,1
1969,Gen X,Poland,Medium,IT,Employed,1215.0,27,4,Rent,1,10,7
1998,Gen Z,Spain,Medium,Construction,Unemployed,1705.0,17,25,With parents,3,5,9
1972,Gen X,Netherlands,High,Education,Employed,2598.0,25,2,Rent,9,5,6
1953,Baby Boomer,Sweden,Low,Education,Employed,2363.0,18,32,With parents,8,10,6
2000,Gen Z,Poland,Low,Healthcare,Employed,3098.0,16,19,Own,9,5,4
2000,Gen Z,Poland,Medium,Manufacturing,Employed,2409.0,17,11,Rent,8,7,8
1945,Baby Boomer,France,Medium,Education,Employed,1498.0,18,19,With parents,9,10,2
1973,Gen X,Sweden,Medium,Healthcare,Inactive,1303.0,20,16,With parents,7,10,6
2001,Gen Z,Spain,Medium,Retail,Employed,2765.0,28,7,With parents,10,3,10
1966,Gen X,Netherlands,High,Healthcare,Inactive,2416.0,28,12,With parents,9,10,7
1960,Baby Boomer,Italy,Low,IT,Unemployed,2027.0,21,8,Own,3,8,2
1985,Millennial,Germany,Medium,IT,Unemployed,2505.0,29,18,Rent,6,10,5
1995,Millennial,Spain,Medium,Retail,Employed,1566.0,22,25,With parents,6,4,4
1988,Millennial,Italy,Medium,Manufacturing,Employed,0.0,20,4,Rent,1,4,1
1995,Millennial,Spain,High,Finance,Employed,3138.0,20,24,With parents,10,6,6
1998,Gen Z,Sweden,Medium,Unemployed,Employed,2784.0,26,4,Rent,10,8,9
1985,Millennial,Italy,High,Unemployed,Inactive,2122.0,23,22,With parents,7,9,5
1951,Baby Boomer,Sweden,Medium,IT,Employed,1391.0,16,34,With parents,3,1,4
1958,Baby Boomer,Italy,Low,Unemployed,Employed,2008.0,24,31,Own,2,2,2
1973,Gen X,Spain,Low,IT,Employed,643.0,18,5,Rent,7,10,8
1963,Baby Boomer,France,Medium,Healthcare,Employed,2303.0,26,13,With parents,10,6,9
1963,Baby Boomer,Spain,Medium,Healthcare,Employed,458.0,21,28,With parents,4,7,6
1946,Baby Boomer,Sweden,Low,Healthcare,Employed,2296.0,19,21,Own,7,10,6
1985,Millennial,Spain,Medium,Education,Unemployed,1565.0,17,19,Own,1,5,6
1989,Millennial,Czechia,Medium,Construction,Employed,2067.0,29,7,Own,10,5,2
1959,Baby Boomer,Czechia,Low,Retail,Employed,1175.0,29,26,Own,8,6,5
1947,Baby Boomer,Italy,Medium,Manufacturing,Employed,3557.0,28,6,Own,2,6,7
1955,Baby Boomer,Czechia,High,Healthcare,Employed,2524.0,21,33,Rent,8,4,8
1997,Gen Z,Germany,Medium,Manufacturing,Employed,1580.0,29,27,With parents,8,10,8
1990,Millennial,Italy,High,Construction,Inactive,2038.0,25,30,Rent,9,7,5
1974,Gen X,Czechia,Medium,Healthcare,Employed,3645.0,23,20,Own,4,9,5
2001,Gen Z,Poland,Medium,IT,Employed,1345.0,19,9,With parents,1,2,6
1984,Millennial,Spain,Low,Construction,Inactive,1199.0,23,35,Rent,10,8,4
1962,Baby Boomer,Netherlands,Medium,Manufacturing,Unemployed,1160.0,22,12,Own,8,10,8
1995,Millennial,Spain,Medium,Education,Employed,1587.0,16,25,Rent,9,10,7
1992,Millennial,Czechia,Medium,Healthcare,Employed,3546.0,20,33,Rent,9,6,2
1946,Baby Boomer,France,Low,Finance,Inactive,1696.0,29,18,Own,6,3,6
1976,Gen X,Sweden,Low,Retail,Employed,1825.0,23,5,With parents,8,2,6
1952,Baby Boomer,Netherlands,High,IT,Employed,2381.0,21,14,Own,8,10,4
1966,Gen X,Italy,Medium,Construction,Employed,2172.0,24,17,Own,5,10,6
1950,Baby Boomer,France,Medium,Construction,Employed,3073.0,26,19,Rent,4,6,10
1956,Baby Boomer,Spain,Medium,Healthcare,Employed,2939.0,22,0,With parents,10,6,9
1991,Millennial,Czechia,High,Construction,Employed,2495.0,17,21,Own,10,5,10
2001,Gen Z,Italy,Medium,Manufacturing,Employed,1993.0,16,35,With parents,2,4,9
1984,Millennial,Italy,Medium,Unemployed,Unemployed,3064.0,27,17,Rent,3,9,1
1980,Gen X,Poland,High,Healthcare,Employed,1492.0,24,9,Own,3,2,7
1959,Baby Boomer,Poland,High,IT,Employed,1434.0,28,19,With parents,6,4,4
1972,Gen X,Czechia,Low,Retail,Employed,1833.0,20,5,With parents,7,1,2
1996,Millennial,Czechia,Low,Retail,Unemployed,3246.0,17,21,Rent,6,10,8
2001,Gen Z,Germany,High,Retail,Employed,1447.0,26,3,With parents,1,4,10
1993,Millennial,Poland,High,Finance,Unemployed,1660.0,29,3,With parents,7,8,3
1989,Millennial,Sweden,Medium,Unemployed,Employed,2357.0,28,18,With parents,9,10,2
1962,Baby Boomer,Netherlands,Medium,IT,Employed,2149.0,19,28,Own,8,3,9
1946,Baby Boomer,Italy,Medium,Finance,Unemployed,1859.0,25,27,Own,5,3,5
1957,Baby Boomer,Poland,Medium,Finance,Inactive,2620.0,28,12,Rent,4,6,8
1989,Millennial,Czechia,Medium,Construction,Employed,1774.0,27,27,Rent,5,2,8
1998,Gen Z,Germany,Low,Healthcare,Employed,3150.0,21,29,Own,3,4,4
1959,Baby Boomer,Czechia,High,IT,Employed,2414.0,24,21,With parents,9,5,3
1964,Baby Boomer,Czechia,High,IT,Employed,3115.0,23,22,Own,5,8,6
1973,Gen X,Czechia,Medium,Construction,Employed,1488.0,21,17,Rent,7,4,7
2003,Gen Z,Spain,Medium,Healthcare,Employed,2067.0,19,16,Rent,7,5,7
1986,Millennial,Netherlands,Low,Education,Inactive,492.0,29,30,Own,1,4,5
1973,Gen X,Poland,Medium,Finance,Inactive,3403.0,25,27,Rent,6,3,7
1947,Baby Boomer,Italy,Medium,Retail,Employed,4265.0,20,7,Rent,4,6,2
1963,Baby Boomer,Spain,Medium,Unemployed,Employed,1941.0,26,31,Rent,3,9,9
1947,Baby Boomer,Czechia,Medium,Manufacturing,Unemployed,2535.0,26,5,Rent,3,6,3
1998,Gen Z,Sweden,Medium,Unemployed,Employed,2302.0,19,7,Rent,6,7,1
1958,Baby Boomer,Italy,High,Finance,Employed,1037.0,19,21,With parents,1,8,3
1984,Millennial,Spain,Low,Manufacturing,Employed,3323.0,23,30,Own,5,1,5
2003,Gen Z,Sweden,Medium,Healthcare,Employed,1953.0,19,5,Rent,4,7,1
1999,Gen Z,Sweden,High,Unemployed,Employed,357.0,28,3,Rent,10,8,6
1948,Baby Boomer,Netherlands,Medium,Manufacturing,Inactive,1556.0,26,6,Rent,8,7,1
2003,Gen Z,Italy,Medium,Education,Employed,945.0,18,33,Own,9,1,10
2004,Gen Z,Poland,Medium,IT,Employed,2310.0,17,26,Own,8,2,6
1996,Millennial,Poland,High,Retail,Employed,2305.0,25,1,Own,7,4,10
1955,Baby Boomer,Germany,Low,Manufacturing,Inactive,3268.0,16,13,Rent,3,5,1
2002,Gen Z,Spain,Medium,Manufacturing,Inactive,3847.0,20,28,Rent,8,9,8
1975,Gen X,Germany,Low,Unemployed,Employed,3920.0,19,21,Own,1,9,2
1987,Millennial,France,Low,Healthcare,Inactive,1277.0,25,4,With parents,4,2,2
1976,Gen X,Poland,Medium,Healthcare,Employed,2757.0,24,17,With parents,3,7,2
1971,Gen X,Spain,Low,Construction,Employed,2917.0,24,15,Own,3,3,1
1974,Gen X,Netherlands,High,IT,Employed,1729.0,26,5,Rent,2,8,2
1987,Millennial,Germany,High,Retail,Employed,2458.0,20,0,Rent,7,9,8
1946,Baby Boomer,Netherlands,Medium,Construction,Employed,2559.0,20,11,With parents,10,4,8
1993,Millennial,Netherlands,Medium,Construction,Employed,1763.0,21,23,Rent,3,2,6
1953,Baby Boomer,Czechia,Medium,Manufacturing,Employed,3354.0,19,10,Own,7,10,4
1972,Gen X,Czechia,High,IT,Employed,2412.0,28,33,Rent,2,9,10
1975,Gen X,Netherlands,Medium,Unemployed,Employed,2045.0,21,28,Rent,3,2,4
2004,Gen Z,Germany,Low,Unemployed,Employed,1099.0,23,31,Own,3,2,8
1978,Gen X,Czechia,High,Unemployed,Employed,3236.0,27,20,With parents,7,9,8
2000,Gen Z,France,High,Retail,Employed,2267.0,20,32,Own,10,6,8
1959,Baby Boomer,Sweden,Medium,IT,Unemployed,2270.0,23,32,Rent,4,5,10
1992,Millennial,Sweden,High,Manufacturing,Inactive,1438.0,23,27,Own,10,6,4
1969,Gen X,Czechia,High,Unemployed,Employed,3004.0,18,35,Own,7,9,2
1980,Gen X,Germany,Medium,Healthcare,Employed,1179.0,21,0,With parents,3,1,3
1952,Baby Boomer,Sweden,Medium,Healthcare,Employed,213.0,16,11,With parents,10,7,3
1953,Baby Boomer,Italy,High,Healthcare,Inactive,1562.0,20,32,Rent,9,8,6
2002,Gen Z,Sweden,Medium,Education,Employed,2512.0,22,4,Own,2,4,1
2002,Gen Z,Poland,Medium,IT,Inactive,2505.0,20,1,Rent,3,8,1
1981,Millennial,Germany,Low,Unemployed,Employed,2326.0,18,35,Own,6,10,3
1992,Millennial,Czechia,High,Manufacturing,Inactive,2045.0,17,23,Own,6,1,3
1989,Millennial,Czechia,High,IT,Employed,2343.0,27,20,With parents,6,8,2
1983,Millennial,Sweden,Low,Healthcare,Inactive,4774.0,17,29,Own,10,3,4
1976,Gen X,Germany,High,Finance,Employed,2425.0,24,14,With parents,8,4,5
2002,Gen Z,France,High,Finance,Inactive,1820.0,17,8,Own,8,8,3
1996,Millennial,Italy,High,Unemployed,Employed,2106.0,22,31,Rent,6,8,7
1961,Baby Boomer,Czechia,Low,IT,Employed,2013.0,24,7,Rent,8,2,10
1979,Gen X,Germany,Medium,Unemployed,Unemployed,2262.0,27,22,Own,1,9,10
1981,Millennial,Czechia,Medium,Retail,Unemployed,1380.0,18,26,With parents,7,4,5
1963,Baby Boomer,Czechia,Medium,Finance,Employed,2919.0,22,7,With parents,3,6,4
1988,Millennial,Poland,Medium,Finance,Employed,2467.0,16,28,With parents,3,8,2
1973,Gen X,Sweden,High,IT,Unemployed,1490.0,27,10,Own,9,4,9
2003,Gen Z,Poland,Medium,Construction,Inactive,3118.0,21,20,Rent,1,8,3
1951,Baby Boomer,Sweden,High,Education,Employed,488.0,26,29,With parents,9,7,9
1972,Gen X,Czechia,Low,Education,Employed,4137.0,17,32,Rent,5,8,1
1953,Baby Boomer,Germany,Medium,Healthcare,Inactive,3897.0,25,2,With parents,9,4,3
1972,Gen X,Netherlands,Low,Unemployed,Employed,3753.0,16,12,Own,1,2,10
1950,Baby Boomer,Sweden,Medium,Manufacturing,Unemployed,1753.0,20,35,Own,6,4,4
1973,Gen X,Netherlands,Medium,Construction,Inactive,2417.0,29,22,With parents,1,5,3
2002,Gen Z,Italy,High,Unemployed,Unemployed,1640.0,28,25,Rent,1,4,6
1961,Baby Boomer,Poland,Medium,Retail,Unemployed,2588.0,21,9,With parents,5,8,7
1960,Baby Boomer,Netherlands,Medium,Unemployed,Inactive,2217.0,26,35,With parents,5,10,9
1967,Gen X,Poland,Medium,Construction,Inactive,1786.0,17,22,With parents,1,5,9
1975,Gen X,Sweden,Low,Unemployed,Unemployed,1776.0,19,7,Rent,2,9,7
1947,Baby Boomer,Sweden,Low,Manufacturing,Employed,2274.0,29,13,With parents,3,7,10
1965,Gen X,Italy,Medium,Manufacturing,Employed,4843.0,18,23,With parents,3,7,7
1970,Gen X,Sweden,Medium,Retail,Employed,3375.0,16,17,Own,7,5,10
1980,Gen X,Czechia,High,Education,Unemployed,2277.0,29,24,Rent,2,3,3
1986,Millennial,Italy,Medium,Construction,Employed,2037.0,16,19,Own,3,8,8
1981,Millennial,Netherlands,High,Unemployed,Employed,2761.0,18,24,Own,1,4,2
1997,Gen Z,Sweden,Medium,Finance,Employed,1648.0,27,16,With parents,1,3,4
1966,Gen X,Germany,High,Healthcare,Unemployed,1995.0,17,3,With parents,1,4,3
1986,Millennial,Spain,Low,IT,Inactive,444.0,17,20,With parents,1,1,9
1956,Baby Boomer,France,Medium,Education,Inactive,2282.0,27,19,Own,4,8,6
1986,Millennial,Czechia,Medium,Healthcare,Employed,2305.0,25,16,Rent,1,9,7
1957,Baby Boomer,Spain,High,Finance,Employed,1711.0,29,34,Rent,4,3,6
1955,Baby Boomer,Spain,Low,Education,Employed,2606.0,20,22,Own,6,10,8
1998,Gen Z,Poland,Medium,Construction,Employed,2312.0,20,20,Own,3,6,1
1960,Baby Boomer,Czechia,Medium,Retail,Employed,1721.0,27,20,Rent,3,4,7
1952,Baby Boomer,Czechia,Medium,Manufacturing,Employed,2941.0,22,23,With parents,5,9,6
1984,Millennial,Italy,Low,Retail,Employed,2038.0,20,17,Rent,10,2,1
2003,Gen Z,Poland,Low,Finance,Employed,1257.0,29,18,Own,2,3,1
2001,Gen Z,Netherlands,Medium,IT,Employed,615.0,18,4,With parents,4,1,1
1984,Millennial,France,Medium,Unemployed,Employed,3492.0,25,26,With parents,1,7,6
1989,Millennial,Netherlands,Low,Retail,Employed,2313.0,21,5,Rent,10,9,3
2003,Gen Z,Germany,Medium,Finance,Employed,2275.0,18,13,With parents,9,1,6
1946,Baby Boomer,France,Low,Manufacturing,Employed,2161.0,27,2,Own,3,3,9
1974,Gen X,Poland,High,Education,Employed,3296.0,23,0,Rent,8,7,4
1974,Gen X,Sweden,Medium,Healthcare,Employed,2328.0,21,30,Own,4,3,1
1956,Baby Boomer,Sweden,High,Finance,Inactive,3593.0,29,9,Own,6,3,2
1954,Baby Boomer,Poland,Medium,Finance,Employed,2331.0,22,30,Own,10,3,5
1988,Millennial,Netherlands,High,Construction,Employed,0.0,28,16,Rent,4,4,7
1955,Baby Boomer,Poland,Medium,IT,Inactive,3340.0,18,15,Own,4,4,5
1959,Baby Boomer,Poland,Medium,Education,Employed,2484.0,26,26,Own,6,8,6
1960,Baby Boomer,Spain,Medium,Finance,Employed,1744.0,22,15,With parents,8,5,1
1961,Baby Boomer,Germany,High,Finance,Employed,1969.0,24,3,With parents,9,3,5
1970,Gen X,Czechia,Medium,Healthcare,Employed,1923.0,23,26,Own,2,10,6
1946,Baby Boomer,Sweden,Medium,Unemployed,Employed,1083.0,26,8,With parents,6,5,1
1994,Millennial,Spain,Low,Manufacturing,Employed,2989.0,28,24,Rent,1,9,2
1956,Baby Boomer,Poland,Medium,Retail,Inactive,1799.0,17,23,With parents,7,6,6
1995,Millennial,Italy,Medium,Construction,Employed,1419.0,25,27,Rent,10,4,7
1970,Gen X,Spain,Low,Education,Inactive,6069.0,25,17,Rent,3,1,2
1967,Gen X,Poland,Medium,Healthcare,Inactive,1162.0,28,25,With parents,9,8,1
1962,Baby Boomer,Sweden,Medium,Healthcare,Inactive,2121.0,17,9,With parents,6,5,6
1976,Gen X,Czechia,High,Retail,Unemployed,130.0,29,33,Rent,9,9,10
1993,Millennial,Poland,Low,Education,Employed,3329.0,22,10,Own,6,7,5
1982,Millennial,Germany,Medium,Education,Unemployed,1946.0,29,13,Own,4,2,3
2001,Gen Z,Netherlands,High,Construction,Employed,2935.0,25,0,Own,6,2,9
1991,Millennial,France,Medium,Manufacturing,Inactive,1351.0,27,16,Own,1,8,1
1947,Baby Boomer,Spain,Medium,Education,Employed,746.0,19,16,With parents,10,5,9
1982,Millennial,Spain,High,Construction,Employed,1529.0,24,9,With parents,8,5,1
1947,Baby Boomer,Spain,Medium,Finance,Inactive,3411.0,21,29,Rent,10,6,7
1974,Gen X,Poland,Medium,Retail,Employed,2719.0,24,32,Rent,8,7,1
1945,Baby Boomer,Czechia,High,Education,Employed,745.0,26,1,Own,3,4,6
1974,Gen X,Germany,High,Unemployed,Employed,22.0,18,19,Rent,5,9,9
1989,Millennial,Czechia,Medium,Unemployed,Unemployed,1911.0,21,31,With parents,5,8,7
1976,Gen X,Poland,Low,Manufacturing,Employed,3183.0,21,2,Own,3,6,6
1972,Gen X,Poland,Medium,Healthcare,Employed,1517.0,23,35,Own,6,1,5
1965,Gen X,Netherlands,Low,Finance,Inactive,3169.0,22,4,Own,9,6,3
2002,Gen Z,Italy,Low,Education,Employed,2314.0,18,19,Rent,3,1,2
1990,Millennial,Germany,Medium,Retail,Employed,3777.0,16,2,Own,9,5,2
1957,Baby Boomer,Spain,High,Education,Unemployed,1589.0,17,2,With parents,8,6,9
1971,Gen X,France,High,Construction,Employed,2146.0,26,35,Own,5,2,3
1980,Gen X,Spain,Medium,IT,Employed,1610.0,25,5,Rent,9,3,7
1951,Baby Boomer,Czechia,Medium,Unemployed,Employed,3087.0,17,35,Rent,7,7,4
1966,Gen X,Poland,Low,Manufacturing,Employed,2732.0,16,23,Own,3,5,7
1954,Baby Boomer,Germany,Low,Healthcare,Employed,671.0,19,7,Own,10,10,6
1983,Millennial,Sweden,Low,IT,Employed,2823.0,21,15,Rent,2,9,10
1997,Gen Z,Germany,High,Retail,Employed,860.0,19,0,With parents,5,8,4
1959,Baby Boomer,Germany,Low,Education,Employed,1380.0,28,13,With parents,3,10,3
1959,Baby Boomer,Italy,High,Manufacturing,Employed,2871.0,19,9,Own,10,9,4
1948,Baby Boomer,Spain,Medium,Finance,Unemployed,1071.0,26,9,Own,9,6,2
1976,Gen X,Italy,Low,Construction,Inactive,1866.0,24,21,Own,10,2,2
1967,Gen X,Sweden,Low,Construction,Employed,2883.0,17,30,Rent,7,6,4
1999,Gen Z,Sweden,Medium,Education,Employed,2574.0,16,3,Rent,10,5,3
1950,Baby Boomer,Netherlands,High,Unemployed,Inactive,2521.0,22,22,Own,10,10,5
1968,Gen X,Czechia,High,Education,Employed,2913.0,29,11,Rent,8,4,1
1964,Baby Boomer,France,Medium,Education,Inactive,3376.0,20,7,Rent,6,9,7
2002,Gen Z,Netherlands,Medium,Finance,Employed,1084.0,28,23,With parents,9,2,4
1981,Millennial,Poland,Medium,Education,Inactive,2500.0,20,0,Rent,6,3,6
1964,Baby Boomer,Italy,High,Manufacturing,Employed,3068.0,17,25,Own,3,4,2
1956,Baby Boomer,Italy,High,Finance,Employed,2891.0,28,21,With parents,2,7,4
1977,Gen X,Netherlands,Medium,Finance,Inactive,2057.0,21,24,Rent,1,1,5
1972,Gen X,Poland,Medium,Unemployed,Inactive,2005.0,20,30,With parents,9,9,6
1952,Baby Boomer,Germany,Medium,IT,Employed,2942.0,20,33,Rent,6,5,1
1945,Baby Boomer,Poland,Medium,Retail,Inactive,2393.0,21,10,Rent,4,1,4
1981,Millennial,Spain,Low,Finance,Employed,3185.0,29,3,With parents,5,8,2
1966,Gen X,Netherlands,Medium,IT,Employed,2299.0,17,7,Rent,8,3,10
1950,Baby Boomer,Czechia,High,Manufacturing,Employed,1864.0,20,34,Own,1,1,1
1965,Gen X,Poland,Medium,Retail,Employed,613.0,26,24,Rent,8,7,9
1976,Gen X,Germany,Low,Finance,Unemployed,1993.0,16,30,With parents,7,4,1
1979,Gen X,Poland,High,Healthcare,Employed,1092.0,28,22,With parents,9,5,2
1959,Baby Boomer,Italy,Medium,IT,Employed,553.0,28,3,Rent,4,10,9
1949,Baby Boomer,France,Low,Manufacturing,Employed,1421.0,23,35,Own,5,2,8
2004,Gen Z,Italy,Medium,Manufacturing,Employed,2833.0,16,6,Rent,8,4,10
2000,Gen Z,Czechia,Medium,Manufacturing,Employed,1982.0,22,9,Rent,3,5,10
1990,Millennial,Sweden,Medium,Construction,Employed,2360.0,28,5,Rent,10,4,10
1994,Millennial,France,Medium,Retail,Unemployed,2806.0,21,30,Rent,1,3,4
1992,Millennial,Sweden,High,Unemployed,Employed,2168.0,23,3,Own,1,5,2
1950,Baby Boomer,Poland,Medium,Education,Employed,1581.0,20,20,Rent,10,2,8
1969,Gen X,Spain,High,Healthcare,Employed,1799.0,26,19,Own,6,10,3
2000,Gen Z,Czechia,Low,Retail,Employed,2895.0,21,16,Rent,2,10,10
1990,Millennial,Poland,High,Retail,Employed,2176.0,19,5,Own,9,1,1
2003,Gen Z,Germany,Medium,Unemployed,Employed,0.0,25,10,Rent,5,7,2
